index,phase,query,actual_topic,predicted_topic,topic_confidence,routing_reason,bm25_weight,dense_weight,updated_bm25_weight,updated_dense_weight,feedback_helpful,feedback_reason,update_note,top_doc_id,top_doc_topic,recall@5,citation_hit,latency_ms
121,stable_pre_drift,how did COP28 address the global stocktake for the GraphRAG agent,uae_cop28,uae_cop28,0.9999770315878568,adaptive_confident_topic,0.64,0.36,0.66,0.34,False,missed_exact_policy,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,233.46620000666007
128,stable_pre_drift,what does the dataset say about which innovations support green hydrogen deployment,technology_innovation,technology_innovation,0.9940398094026476,adaptive_confident_topic,0.34,0.66,0.32,0.68,False,keyword_mismatch,updated_after_2_failures,chunk_000522,"climate_finance, mitigation, policy_governance",0.0,0.0,229.9293999967631
140,stable_pre_drift,what were the major climate outcomes from COP28 in the UAE focusing on COP28,uae_cop28,uae_cop28,0.9999908533782228,adaptive_confident_topic,0.66,0.34,0.68,0.32,False,missed_exact_policy,updated_after_2_failures,chunk_015741,"climate_science, policy_governance",0.0,0.0,345.9793000074569
145,stable_pre_drift,what role does machine learning play in climate analysis for the project report,technology_innovation,technology_innovation,0.9999714925218448,adaptive_confident_topic,0.32,0.68,0.3,0.7,False,keyword_mismatch,updated_after_2_failures,chunk_003660,climate_ai,0.0,0.0,278.8527999946382
147,stable_pre_drift,which documents discuss UAE renewable energy commitments focusing on COP28,uae_cop28,uae_cop28,0.9987903398181203,adaptive_confident_topic,0.68,0.32,0.7,0.3,False,missed_exact_policy,updated_after_2_failures,chunk_027323,"policy_governance, renewable_energy",0.0,0.0,208.83390001836233
152,stable_pre_drift,what role does machine learning play in climate analysis using reliable citations,technology_innovation,technology_innovation,0.9999773240752957,adaptive_confident_topic,0.3,0.7,0.28,0.72,False,keyword_mismatch,updated_after_2_failures,chunk_035898,"climate_ai, policy_governance",0.0,0.0,231.4786999777425
156,stable_pre_drift,which source explains show evidence about satellite monitoring for climate risks,technology_innovation,technology_innovation,0.9941868417727531,adaptive_confident_topic,0.28,0.72,0.26,0.74,False,keyword_mismatch,updated_after_2_failures,chunk_038163,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",0.0,0.0,231.79210000671446
161,stable_pre_drift,what evidence mentions the UAE consensus and transition away from fossil fuels focusing on loss and damage,uae_cop28,uae_cop28,0.9999999148464022,adaptive_confident_topic,0.7,0.3,0.72,0.28,False,missed_exact_policy,updated_after_2_failures,chunk_026571,energy_transition,0.0,0.0,375.01349998638034
174,stable_pre_drift,how can renewable energy reduce greenhouse gas emissions using reliable citations,mitigation,mitigation,0.9999906274625768,adaptive_confident_topic,0.46,0.54,0.44,0.56,False,keyword_mismatch,updated_after_2_failures,chunk_020523,"renewable_energy, sustainability",0.0,0.0,265.0257999775931
175,stable_pre_drift,retrieve climate evidence for show COP28 evidence about loss and damage finance,uae_cop28,uae_cop28,0.9589653293919506,adaptive_confident_topic,0.72,0.28,0.74,0.26,False,missed_exact_policy,updated_after_2_failures,chunk_024396,climate_science,0.0,0.0,293.0945999978576
177,stable_pre_drift,show evidence about satellite monitoring for climate risks focusing on satellite,technology_innovation,technology_innovation,0.999338369217819,adaptive_confident_topic,0.26,0.74,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_025517,policy_governance,0.0,0.0,315.62969999504276
185,stable_pre_drift,which documents discuss UAE renewable energy commitments using reliable citations,uae_cop28,uae_cop28,0.5111019241530401,adaptive_confident_topic,0.74,0.26,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_020620,"climate_science, renewable_energy, sustainability",0.0,0.0,213.25970001635142
190,stable_pre_drift,show evidence about satellite monitoring for climate risks using reliable citations,technology_innovation,technology_innovation,0.996749310349523,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_021681,"adaptation, policy_governance",0.0,0.0,217.72849999251775
193,stable_pre_drift,how did COP28 address the global stocktake focusing on COP28,uae_cop28,uae_cop28,0.9999996325997138,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,231.14640000858344
202,stable_pre_drift,how can smart grids improve clean energy integration with source support,technology_innovation,technology_innovation,0.9995724699279499,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_033499,renewable_energy,0.0,0.0,212.96870001242496
206,stable_pre_drift,find evidence on which innovations support green hydrogen deployment,technology_innovation,technology_innovation,0.9971100291990594,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_020624,"policy_governance, renewable_energy",0.0,0.0,178.64120000740513
213,stable_pre_drift,show evidence about satellite monitoring for climate risks focusing on carbon capture,technology_innovation,technology_innovation,0.998748333915863,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_007666,climate_science,0.0,0.0,227.74020000360906
218,stable_pre_drift,what evidence mentions the UAE consensus and transition away from fossil fuels focusing on loss and damage,uae_cop28,uae_cop28,0.9999999963869755,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_026571,energy_transition,0.0,0.0,308.5630999994464
224,stable_pre_drift,which documents discuss UAE renewable energy commitments focusing on loss and damage,uae_cop28,uae_cop28,0.9999865897728513,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_027323,"policy_governance, renewable_energy",0.0,0.0,222.6344000082463
228,stable_pre_drift,show COP28 evidence about loss and damage finance for the project report,uae_cop28,uae_cop28,0.9967394214128286,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_024396,climate_science,0.0,0.0,225.13360000448301
231,stable_pre_drift,find evidence on which innovations support green hydrogen deployment,technology_innovation,technology_innovation,0.9994488017067499,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_020624,"policy_governance, renewable_energy",0.0,0.0,174.28429998108186
236,stable_pre_drift,how can smart grids improve clean energy integration in the evidence graph,technology_innovation,technology_innovation,0.9999254052781792,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_031008,"mitigation, renewable_energy",0.0,0.0,229.0985999861732
244,stable_pre_drift,what were the major climate outcomes from COP28 in the UAE focusing on global stocktake,uae_cop28,uae_cop28,0.9999999900473213,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,266.2830000044778
252,stable_pre_drift,how can smart grids improve clean energy integration focusing on AI,technology_innovation,technology_innovation,0.9999916353225414,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_024177,"energy_transition, renewable_energy",0.0,0.0,220.7547000143677
261,stable_pre_drift,which documents discuss UAE renewable energy commitments for the project report,uae_cop28,uae_cop28,0.9942114478719434,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_030981,climate_finance,0.0,0.0,239.38519999501295
263,stable_pre_drift,what does the dataset say about which innovations support green hydrogen deployment,technology_innovation,technology_innovation,0.9996617028549135,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_020624,"policy_governance, renewable_energy",0.0,0.0,284.41619998193346
270,stable_pre_drift,what technologies support carbon capture and storage focusing on satellite,technology_innovation,technology_innovation,0.9993924844789344,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048106,"climate_science, mitigation, policy_governance",0.0,0.0,201.72360001015477
278,stable_pre_drift,show evidence about satellite monitoring for climate risks from the climate PDFs,technology_innovation,technology_innovation,0.9743864120933646,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_026905,"policy_governance, sustainability",0.0,0.0,217.29359999881126
283,stable_pre_drift,what role does machine learning play in climate analysis using reliable citations,technology_innovation,technology_innovation,0.9999815202571176,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_035898,"climate_ai, policy_governance",0.0,0.0,242.14620000566356
292,stable_pre_drift,how can smart grids improve clean energy integration for the project report,technology_innovation,technology_innovation,0.9999987336536467,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_031008,"mitigation, renewable_energy",0.0,0.0,274.161000008462
297,stable_pre_drift,what technologies support carbon capture and storage focusing on carbon capture,technology_innovation,technology_innovation,0.9993342098734123,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048106,"climate_science, mitigation, policy_governance",0.0,0.0,215.46339997439645
299,stable_pre_drift,answer using citations about how did COP28 address the global stocktake,uae_cop28,uae_cop28,0.9999032766897792,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,198.06470000185072
301,stable_pre_drift,answer using citations about what role does machine learning play in climate analysis,technology_innovation,technology_innovation,0.9999620040311149,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_035898,"climate_ai, policy_governance",0.0,0.0,223.207300005015
310,stable_pre_drift,which documents discuss UAE renewable energy commitments for the GraphRAG agent,uae_cop28,uae_cop28,0.9995538465241075,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_027323,"policy_governance, renewable_energy",0.0,0.0,202.1060999832116
315,stable_pre_drift,what role does machine learning play in climate analysis for the project report,technology_innovation,technology_innovation,0.999997351865449,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_003660,climate_ai,0.0,0.0,232.9561999940779
329,stable_pre_drift,how did COP28 address the global stocktake in the evidence graph,uae_cop28,uae_cop28,0.9999972510802291,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,207.7047000057064
331,stable_pre_drift,which AI methods are used in climate forecasting papers for the GraphRAG agent,technology_innovation,technology_innovation,0.9999683197633487,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_046993,climate_ai,0.0,0.0,227.77609998593107
337,stable_pre_drift,answer using citations about what were the major climate outcomes from COP28 in the UAE,uae_cop28,uae_cop28,0.9999989196850487,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_038656,energy_transition,0.0,0.0,249.97080001048744
342,stable_pre_drift,retrieve climate evidence for which documents discuss UAE renewable energy commitments,uae_cop28,uae_cop28,0.9951257737769972,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_035851,renewable_energy,0.0,0.0,192.85799999488518
344,stable_pre_drift,answer using citations about show COP28 evidence about loss and damage finance,uae_cop28,uae_cop28,0.999620214332885,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_002289,policy_governance,0.0,0.0,209.36909998999909
347,stable_pre_drift,how can smart grids improve clean energy integration from the climate PDFs,technology_innovation,technology_innovation,0.9999867389059313,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_033499,renewable_energy,0.0,0.0,226.8101000227034
356,concept_drift,which adaptation measures protect coastal communities for the GraphRAG agent,uae_cop28,adaptation,0.9999763414498368,adaptive_confident_topic,0.48,0.52,0.5,0.5,False,missed_exact_policy,updated_after_2_failures,chunk_019120,renewable_energy,0.0,0.0,182.84319998929277
364,concept_drift,how does drought planning reduce climate risk with source support,uae_cop28,adaptation,0.9771560421791025,adaptive_confident_topic,0.5,0.5,0.52,0.48,False,missed_exact_policy,updated_after_2_failures,chunk_005889,policy_governance,0.0,0.0,179.44249999709427
365,concept_drift,what does climate science say about sea level rise focusing on green hydrogen,technology_innovation,climate_science,0.9999494487118714,adaptive_confident_topic,0.5,0.5,0.48,0.52,False,keyword_mismatch,updated_after_2_failures,chunk_005305,"adaptation, sea_level_rise",0.0,0.0,219.9423999991268
371,concept_drift,which source explains which adaptation measures protect coastal communities,uae_cop28,adaptation,0.9999088041338832,adaptive_confident_topic,0.52,0.48,0.54,0.46,False,missed_exact_policy,updated_after_2_failures,chunk_044938,adaptation,0.0,0.0,228.1442999956198
372,concept_drift,which source explains which documents discuss UAE renewable energy commitments,adaptation,uae_cop28,0.9898093344993353,adaptive_confident_topic,0.75,0.25,0.73,0.27,False,keyword_mismatch,updated_after_2_failures,chunk_020598,"climate_science, energy_transition, renewable_energy",0.0,0.0,209.17409998946823
380,concept_drift,which papers explain global temperature anomalies focusing on AI,technology_innovation,climate_science,0.9999749572001088,adaptive_confident_topic,0.48,0.52,0.46,0.54,False,keyword_mismatch,updated_after_2_failures,chunk_000227,climate_science,0.0,0.0,169.9382999795489
387,concept_drift,which adaptation measures protect coastal communities focusing on global stocktake,uae_cop28,adaptation,0.9399186516710046,adaptive_confident_topic,0.54,0.46,0.56,0.44,False,missed_exact_policy,updated_after_2_failures,chunk_006518,"adaptation, climate_finance, sea_level_rise",0.0,0.0,185.94309999025427
391,concept_drift,explain the science behind climate feedback loops focusing on green hydrogen,technology_innovation,climate_science,0.9998228428841346,adaptive_confident_topic,0.46,0.54,0.44,0.56,False,keyword_mismatch,updated_after_2_failures,chunk_033477,"energy_transition, policy_governance, renewable_energy",0.0,0.0,201.9473999971524
392,concept_drift,what evidence mentions the UAE consensus and transition away from fossil fuels from the climate PDFs,adaptation,uae_cop28,0.9999989563859987,adaptive_confident_topic,0.73,0.27,0.71,0.29,False,keyword_mismatch,updated_after_2_failures,chunk_026571,energy_transition,0.0,0.0,264.58660000935197
400,concept_drift,how did COP28 address the global stocktake using reliable citations,adaptation,uae_cop28,0.9999746050516323,adaptive_confident_topic,0.71,0.29,0.69,0.31,False,keyword_mismatch,updated_after_2_failures,chunk_001432,climate_science,0.0,0.0,234.36149998451583
403,concept_drift,what evidence links emissions to radiative forcing from the climate PDFs,technology_innovation,climate_science,0.7287156287276574,adaptive_confident_topic,0.44,0.56,0.42,0.58,False,keyword_mismatch,updated_after_2_failures,chunk_014885,"climate_science, mitigation",0.0,0.0,235.06069998256862
413,concept_drift,retrieve climate evidence for what evidence discusses climate resilience for agriculture,uae_cop28,adaptation,0.9930612875551488,adaptive_confident_topic,0.56,0.44,0.58,0.42,False,missed_exact_policy,updated_after_2_failures,chunk_026214,adaptation,0.0,0.0,191.5290000033565
419,concept_drift,which papers explain global temperature anomalies focusing on satellite,technology_innovation,climate_science,0.9993506720811164,adaptive_confident_topic,0.42,0.58,0.4,0.6,False,keyword_mismatch,updated_after_2_failures,chunk_000227,climate_science,0.0,0.0,168.31910001928918
424,concept_drift,how can smart grids improve clean energy integration using reliable citations,climate_science,technology_innovation,0.9997984905852296,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_020623,renewable_energy,0.0,0.0,192.52109999069944
426,concept_drift,what evidence discusses climate resilience for agriculture focusing on global stocktake,uae_cop28,adaptation,0.9813910781830341,adaptive_confident_topic,0.58,0.42,0.6,0.4,False,missed_exact_policy,updated_after_2_failures,chunk_026183,"adaptation, sustainability",0.0,0.0,198.98500002454966
435,concept_drift,which source explains which adaptation measures protect coastal communities,uae_cop28,adaptation,0.9961057825497496,adaptive_confident_topic,0.6,0.4,0.62,0.38,False,missed_exact_policy,updated_after_2_failures,chunk_044938,adaptation,0.0,0.0,157.7736999897752
439,concept_drift,summarize documents about what role does machine learning play in climate analysis,climate_science,technology_innovation,0.9992202929285132,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_035898,"climate_ai, policy_governance",0.0,0.0,199.3615000101272
452,stable_post_drift,satellite and machine learning tools for climate evidence extraction using reliable citations,technology_innovation,technology_innovation,0.9994958638820846,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_003660,climate_ai,0.0,0.0,216.99870002339594
456,stable_post_drift,COP28 UAE renewable energy and climate finance outcomes from the climate PDFs,uae_cop28,uae_cop28,0.9994048858962719,adaptive_confident_topic,0.69,0.31,0.71,0.29,False,missed_exact_policy,updated_after_2_failures,chunk_007582,climate_science,0.0,0.0,209.6546999819111
465,stable_post_drift,Dubai COP28 agreement evidence for transition away from fossil fuels in the evidence graph,uae_cop28,uae_cop28,0.9833098232082066,adaptive_confident_topic,0.71,0.29,0.73,0.27,False,missed_exact_policy,updated_after_2_failures,chunk_026571,energy_transition,0.0,0.0,236.37579998467118
467,stable_post_drift,carbon capture technology evidence after COP28 transition goals focusing on carbon capture,technology_innovation,technology_innovation,0.9902766736339971,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048106,"climate_science, mitigation, policy_governance",0.0,0.0,203.57790001435205
473,stable_post_drift,retrieve climate evidence for AI enabled climate monitoring and early warning innovation,technology_innovation,technology_innovation,0.9693963234591876,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048671,sustainability,0.0,0.0,207.48939999612048
474,stable_post_drift,COP28 UAE renewable energy and climate finance outcomes in the evidence graph,uae_cop28,uae_cop28,0.9997264861356298,adaptive_confident_topic,0.73,0.27,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_038156,"climate_finance, policy_governance, renewable_energy, sustainability",0.0,0.0,209.70040000975132
478,stable_post_drift,UAE consensus evidence on energy transition and global stocktake focusing on loss and damage,uae_cop28,uae_cop28,0.9999512298494113,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_024517,"climate_science, policy_governance",0.0,0.0,234.41389997606166
485,stable_post_drift,answer using citations about UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,0.9998104613435269,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_025576,"adaptation, climate_finance, mitigation, policy_governance",0.0,0.0,245.02239999128506
489,stable_post_drift,AI enabled climate monitoring and early warning innovation from the climate PDFs,technology_innovation,technology_innovation,0.9902057428115328,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048646,climate_ai,0.0,0.0,214.69420002540573
493,stable_post_drift,COP28 UAE renewable energy and climate finance outcomes using reliable citations,uae_cop28,uae_cop28,0.9991910236712149,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_004482,"climate_finance, climate_science, energy_transition, policy_governance, renewable_energy",0.0,0.0,196.5720999869518
496,stable_post_drift,retrieve climate evidence for COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,0.9996614794343028,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_035851,renewable_energy,0.0,0.0,211.47909999126568
501,stable_post_drift,AI enabled climate monitoring and early warning innovation for the project report,technology_innovation,technology_innovation,0.9994696592625855,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048643,"climate_ai, policy_governance, sustainability",0.0,0.0,217.0924000092782
508,stable_post_drift,satellite and machine learning tools for climate evidence extraction using reliable citations,technology_innovation,technology_innovation,0.9999364635522825,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_003660,climate_ai,0.0,0.0,217.40670001599938
518,stable_post_drift,UAE hosted COP28 documents on loss and damage and adaptation finance in the evidence graph,uae_cop28,uae_cop28,0.9991515799757721,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_025576,"adaptation, climate_finance, mitigation, policy_governance",0.0,0.0,259.1781000082847
525,stable_post_drift,retrieve climate evidence for AI enabled climate monitoring and early warning innovation,technology_innovation,technology_innovation,0.9998857756838618,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048671,sustainability,0.0,0.0,213.01569999195635
529,stable_post_drift,green hydrogen innovation for industrial decarbonization focusing on carbon capture,technology_innovation,technology_innovation,0.9999822424930015,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_032725,unknown,0.0,0.0,204.3917999835685
538,stable_post_drift,COP28 UAE renewable energy and climate finance outcomes focusing on UAE consensus,uae_cop28,uae_cop28,0.9999973000726923,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_025755,"adaptation, mitigation, policy_governance",0.0,0.0,218.44810000038706
540,stable_post_drift,policy aligned emissions cuts and fossil fuel phase down evidence for the project report,mitigation,mitigation,0.9949253237221586,adaptive_confident_topic,0.44,0.56,0.42,0.58,False,keyword_mismatch,updated_after_2_failures,chunk_011815,policy_governance,0.0,0.0,296.5546000050381
545,stable_post_drift,green hydrogen innovation for industrial decarbonization focusing on AI,technology_innovation,technology_innovation,0.9999872948351943,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_033475,"policy_governance, sustainability",0.0,0.0,197.77400000020862
552,stable_post_drift,answer using citations about UAE consensus evidence on energy transition and global stocktake,uae_cop28,uae_cop28,0.9999945103453574,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_020613,"energy_transition, renewable_energy",0.0,0.0,232.68000001553446
554,stable_post_drift,what does the dataset say about satellite and machine learning tools for climate evidence extraction,technology_innovation,technology_innovation,0.9996514964872517,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_003660,climate_ai,0.0,0.0,260.59340001665987
560,stable_post_drift,what does the dataset say about UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,0.9826883583517626,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_025576,"adaptation, climate_finance, mitigation, policy_governance",0.0,0.0,279.3134000094142
