answer_id,query,chunk_id,document_id,page_cited,page_start,page_end,total_pages,doc_exists,page_in_range,text_length,evidence_overlap_score,status,failure_reason
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025767,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,39,39,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025570,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,14,14,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025695,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,31,31,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025577,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,15,15,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025687,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,30,30,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025739,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,36,36,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025564,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,13,13,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q05,List all climate adaptation policies adopted by Pacific Islands countries for coastal flooding.,chunk_025647,calvin_2023_ipcc_2023_climate_change_2023_synthesis_report_summary_w4385123314,2023,24,24,42,True,False,0,0.0,missing_page,cited page 2023 exceeds document total pages 42
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_019177,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,2013,2,2,23,True,False,0,0.0,missing_page,cited page 2013 exceeds document total pages 23
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_018396,ye_2024_deepmide_multi_output_spatio_temporal_method_ultra_scale_2410_20166v2,2024,2,2,48,True,False,0,0.0,missing_page,cited page 2024 exceeds document total pages 48
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_019197,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,2013,4,4,23,True,False,0,0.0,missing_page,cited page 2013 exceeds document total pages 23
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_049145,ju_2019_combining_convolutional_neural_network_lightgbm_algorithm_ultra_short_w2919841204,2019,1,1,10,True,False,0,0.0,missing_page,cited page 2019 exceeds document total pages 10
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_014749,abuella_2017_solar_power_forecasting_support_vector_regression_1703_09851v1,2017,1,1,6,True,False,0,0.0,missing_page,cited page 2017 exceeds document total pages 6
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_019315,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,2013,21,21,23,True,False,0,0.0,missing_page,cited page 2013 exceeds document total pages 23
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_019334,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,2013,23,23,23,True,False,0,0.0,missing_page,cited page 2013 exceeds document total pages 23
Q06,What does the literature say about gradient boosting methods for wind power forecasting?,chunk_019209,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,2013,6,6,23,True,False,0,0.0,missing_page,cited page 2013 exceeds document total pages 23
SAMPLE,(chunk sample),chunk_041906,mercure_2013_complexity_economic_science_possible_economic_benefits_climate_change_1310_4403v2,2,2,2,15,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_007297,friedlingstein_2019_global_carbon_budget_2019_w2979653715,46,46,46,56,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_001640,friedlingstein_2022_global_carbon_budget_2022_w4308697725,69,69,69,90,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_048599,elavarasan_2020_crop_yield_prediction_deep_reinforcement_learning_sustainable_agrarian_w3020885311,10,10,10,16,True,True,605,0.302,valid,
SAMPLE,(chunk sample),chunk_018025,watanabe_2010_improved_climate_simulation_miroc5_mean_states_variability_climate_w2006750690,15,15,15,24,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_016050,delworth_2006_gfdl_s_cm2_global_coupled_climate_part_i_w2003164867,3,3,3,32,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_014629,sangrody_2017_weather_forecasting_error_solar_energy_forecasting_1709_08135v1,1,1,1,15,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_009145,guenther_2012_emissions_gases_aerosols_nature_version_2_1_megan2_w2955601895,17,17,17,22,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_048266,sovacool_2021_climate_change_industrial_f_gases_critical_systematic_review_w3132315939,92,92,92,125,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_006718,fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424,12,12,12,21,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_044349,hahn_2014_tensions_corporate_sustainability_integrative_framework_w1988805390,22,22,22,51,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_048541,elavarasan_2020_crop_yield_prediction_deep_reinforcement_learning_sustainable_agrarian_w3020885311,2,2,2,16,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_035742,smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658,2,2,2,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_005698,kanter_2016_evaluating_agricultural_trade_offs_age_sustainable_development_w2536993208,31,31,31,56,True,True,381,0.191,valid,
SAMPLE,(chunk sample),chunk_038699,dumas_2022_energy_return_investment_whole_energy_systems_application_belgium_2205_06727v4,18,18,18,60,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_027652,abdin_2019_hydrogen_as_energy_vector_w2998704111,10,10,10,32,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_002083,ross_2019_designing_materials_electrochemical_carbon_dioxide_recycling_w2954959763,36,36,36,47,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_001953,bl_schl_2019_changing_climate_both_increases_decreases_european_river_floods_w2970830005,14,14,14,24,True,True,559,0.28,valid,
SAMPLE,(chunk sample),chunk_006141,kuik_2016_long_term_research_challenges_wind_energy_research_agenda_w2272499513,1,1,1,39,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_014329,paletta_2020_temporally_consistent_image_sun_tracking_algorithm_solar_energy_2012_01059v3,6,6,6,10,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_015248,wang_2000_pacific_east_asian_teleconnection_how_does_enso_affect_w2150897391,8,8,8,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_033119,balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991,4,4,4,46,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_039454,scheller_2021_stakeholder_dynamics_residential_solar_energy_adoption_findings_focus_2104_14240v1,19,19,19,32,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_001740,friedlingstein_2022_global_carbon_budget_2022_w4308697725,78,78,78,90,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_036782,treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1,1,1,1,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_013032,mol_2023_observed_patterns_surface_solar_irradiance_under_cloudy_clear_2307_06980v2,1,1,1,29,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_046926,eekhout_2018_why_increased_extreme_precipitation_under_climate_change_negatively_w2795623706,7,7,7,12,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_042591,reimer_2009_intcal09_marine09_radiocarbon_age_calibration_curves_0_50_w4211135859,7,7,7,40,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_045963,thiery_2015_impact_african_great_lakes_regional_climate_w2009081140,2,2,2,25,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_035714,howarth_2011_methane_greenhouse_gas_footprint_natural_gas_shale_formations_w2139010298,9,9,9,12,True,True,136,0.68,weak_overlap,text present but short (136 chars); page exists but evidence confidence is low
SAMPLE,(chunk sample),chunk_027494,konapala_2020_climate_change_will_affect_global_water_availability_through_w3036708439,4,4,4,10,True,True,261,0.131,valid,
SAMPLE,(chunk sample),chunk_014447,dlamini_2019_adaptive_resource_management_virtualized_computing_platform_within_edge_1906_05008v1,4,4,4,9,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_029440,qu_r_2018_global_carbon_budget_2017_w2915841000,26,26,26,44,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_038619,dumas_2022_energy_return_investment_whole_energy_systems_application_belgium_2205_06727v4,1,1,1,60,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_018232,voldoire_2012_cnrm_cm5_1_global_climate_description_basic_evaluation_w2075112338,23,23,23,31,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_000426,staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447,10,10,10,29,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_010464,andreae_2006_black_carbon_brown_carbon_nature_light_absorbing_carbonaceous_w2132436820,3,3,3,18,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_045754,tong_2020_dynamic_projection_anthropogenic_emissions_china_methodology_2015_2050_w2997128519,20,20,20,29,True,True,324,0.162,valid,
SAMPLE,(chunk sample),chunk_027697,abdin_2019_hydrogen_as_energy_vector_w2998704111,14,14,14,32,True,True,244,0.122,valid,
SAMPLE,(chunk sample),chunk_022299,meinshausen_2020_shared_socio_economic_pathway_ssp_greenhouse_gas_concentrations_w3048501727,33,33,33,35,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_018211,voldoire_2012_cnrm_cm5_1_global_climate_description_basic_evaluation_w2075112338,18,18,18,31,True,True,414,0.207,valid,
SAMPLE,(chunk sample),chunk_010190,akagi_2011_emission_factors_open_domestic_biomass_burning_use_atmospheric_w2144304061,8,8,8,34,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_014111,orang_2022_introducing_randomized_high_order_fuzzy_cognitive_maps_as_2201_02158v2,16,16,16,26,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_022060,deser_2010_uncertainty_climate_change_projections_role_internal_variability_w1974470230,20,20,20,20,True,True,458,0.229,valid,
SAMPLE,(chunk sample),chunk_006699,fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424,11,11,11,21,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_006079,steenwerth_2014_climate_smart_agriculture_global_research_agenda_scientific_basis_w2113355006,34,34,34,39,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_024899,smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3,33,33,33,34,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_006339,kuik_2016_long_term_research_challenges_wind_energy_research_agenda_w2272499513,24,24,24,39,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_023527,ho_2026_balancing_sustainability_performance_role_small_scale_llms_agentic_2601_19311v2,13,13,13,16,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_022542,heimann_2008_terrestrial_ecosystem_carbon_dynamics_climate_feedbacks_w1965122835,3,3,3,4,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_039566,bhusal_2021_deep_ensemble_learning_real_time_power_system_state_2101_03457v1,3,3,3,15,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_017336,randall_2007_climate_their_evaluation_w1705762375,18,18,18,74,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_002848,gr_bler_2018_low_energy_demand_scenario_meeting_1_5_c_w2800190939,34,34,34,121,True,True,534,0.267,valid,
SAMPLE,(chunk sample),chunk_047824,yu_2020_economic_policy_uncertainty_epu_firm_carbon_emissions_evidence_w3112557550,39,39,39,42,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_030109,baumann_2019_metal_organic_framework_functionalization_design_strategies_advanced_electrochemical_w2963819993,12,12,12,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_035143,bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055,84,84,84,115,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_008181,fuzzi_2015_particulate_matter_air_quality_climate_lessons_learned_future_w2100256027,35,35,35,83,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_024808,smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3,16,16,16,34,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_005165,sch_r_2019_kilometer_scale_climate_prospects_challenges_w2981627152,13,13,13,21,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_036179,ravi_2025_citizen_centered_climate_intelligence_operationalizing_open_tree_data_2508_17648v1,7,7,7,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_019214,pinson_2013_wind_energy_forecasting_challenges_its_operational_management_1312_6471v1,6,6,6,23,True,True,231,0.116,valid,
SAMPLE,(chunk sample),chunk_041199,giasemidis_2019_modelling_demand_uncertainty_low_voltage_networks_effect_non_1901_08497v1,10,10,10,32,True,True,134,0.67,weak_overlap,text present but short (134 chars); page exists but evidence confidence is low
SAMPLE,(chunk sample),chunk_040536,bokde_2020_graphical_carbon_efficient_spot_market_scheduling_power_x_2009_03160v1,26,26,26,44,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_023701,makin_2025_sustainable_ai_training_hardware_software_co_design_nvidia_2508_13163v1,11,11,11,12,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_037838,xia_2024_efficient_explainable_transformer_few_shot_learning_modeling_electricity_2408_08399v2,4,4,4,9,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_012602,foden_2018_climate_change_vulnerability_assessment_species_w2894287306,68,68,68,81,True,True,147,0.735,weak_overlap,text present but short (147 chars); page exists but evidence confidence is low
SAMPLE,(chunk sample),chunk_046175,w_nsch_2022_deep_learning_shows_declining_groundwater_levels_germany_until_w4220732246,8,8,8,13,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_004559,morelli_2016_managing_climate_change_refugia_climate_adaptation_w2499516979,13,13,13,17,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_003004,gr_bler_2018_low_energy_demand_scenario_meeting_1_5_c_w2800190939,79,79,79,121,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_043337,qu_r_2016_global_carbon_budget_2016_w2916961622,22,22,22,45,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_014936,meinshausen_2011_rcp_greenhouse_gas_concentrations_their_extensions_1765_2300_w2171984413,27,27,27,29,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_018966,wen_2022_wind_energy_forecasting_missing_values_within_fully_conditional_2203_08252v2,21,21,21,31,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_005230,sch_r_2019_kilometer_scale_climate_prospects_challenges_w2981627152,21,21,21,21,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_015257,wang_2000_pacific_east_asian_teleconnection_how_does_enso_affect_w2150897391,9,9,9,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_006620,rosenzweig_2014_hurricane_sandy_adaptation_pathways_new_york_lessons_first_w1977182481,14,14,14,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_024912,riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014,1,1,1,25,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_018218,voldoire_2012_cnrm_cm5_1_global_climate_description_basic_evaluation_w2075112338,20,20,20,31,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_029715,chu_2016_path_sustainable_energy_w2564178799,6,6,6,16,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_041661,knobloch_2017_simulating_deep_decarbonisation_residential_heating_limiting_global_warming_1710_11019v3,34,34,34,35,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_023910,oliveira_filho_2025_phoeni6_systematic_evaluating_energy_consumption_neural_networks_2502_17734v1,5,5,5,24,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_010660,trenberth_2008_earth_s_global_energy_budget_w2141748334,7,7,7,14,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_024261,andersen_2022_cairl_high_performance_reinforcement_learning_environment_toolkit_2210_01235v1,3,3,3,8,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_023284,shah_2025_assessing_climate_vulnerability_risk_substations_massachusetts_sensitivity_2511_03748v1,3,3,3,6,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_013731,guen_2022_deep_learning_spatio_temporal_forecasting_application_solar_energy_2205_03571v1,130,130,130,216,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_043921,fritz_2019_citizen_science_united_nations_sustainable_development_goals_w2979527643,5,5,5,5,True,True,699,0.349,valid,
SAMPLE,(chunk sample),chunk_017497,randall_2007_climate_their_evaluation_w1705762375,35,35,35,74,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_045995,thiery_2015_impact_african_great_lakes_regional_climate_w2009081140,7,7,7,25,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_044797,barreto_2002_hydrogen_economy_21st_century_sustainable_development_scenario_w2093779538,16,16,16,20,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_042470,peel_2007_updated_world_map_k_ppen_geiger_climate_classification_w2101108516,2,2,2,12,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_004680,dolan_2021_evaluating_economic_impact_water_scarcity_changing_world_w3138842059,9,9,9,10,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_039921,bokde_2020_graphical_carbon_efficient_spot_market_scheduling_power_x_2009_03160v1,26,26,26,44,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_041614,knobloch_2017_simulating_deep_decarbonisation_residential_heating_limiting_global_warming_1710_11019v3,24,24,24,35,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_011216,gent_2011_community_climate_system_version_4_w1985217958,7,7,7,19,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_035006,bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055,70,70,70,115,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_047785,yu_2020_economic_policy_uncertainty_epu_firm_carbon_emissions_evidence_w3112557550,25,25,25,42,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_016044,delworth_2006_gfdl_s_cm2_global_coupled_climate_part_i_w2003164867,2,2,2,32,True,True,700,0.35,valid,
SAMPLE,(chunk sample),chunk_010709,trenberth_2008_earth_s_global_energy_budget_w2141748334,14,14,14,14,True,True,372,0.186,valid,
SAMPLE,(chunk sample),chunk_030295,hoegh_guldberg_2017_coral_reef_ecosystems_under_climate_change_ocean_acidification_w2613802059,5,5,5,20,True,True,700,0.35,valid,
