method,index,phase,query,actual_topic,predicted_topic,topic_correct,bm25_weight,dense_weight,top_doc_id,top_doc_topic,recall@5,mrr@5,ndcg@5,citation_hit,feedback_helpful,feedback_reason,topic_confidence,routing_reason,feedback_update_applied,updated_bm25_weight,updated_dense_weight,update_note,prequential_topic_accuracy_so_far,latency_ms
static,11,stable_pre_drift,what evidence mentions the UAE consensus and transition away from fossil fuels focusing on COP28,uae_cop28,uae_cop28,True,0.5,0.5,chunk_026571,energy_transition,0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.2727272727272727,317.1159999910742
static,12,stable_pre_drift,which climate policies address renewable energy targets focusing on finance,policy_governance,uae_cop28,False,0.5,0.5,chunk_020455,"policy_governance, sustainability",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.25,209.43849999457598
static,13,stable_pre_drift,how can smart grids improve clean energy integration focusing on satellite,technology_innovation,mitigation,False,0.5,0.5,chunk_023986,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.23076923076923078,209.81270004995167
static,14,stable_pre_drift,show climate evidence about methane reduction strategies focusing on decarbonization,mitigation,uae_cop28,False,0.5,0.5,chunk_038102,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",1.0,1.0,0.8772153153380493,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.21428571428571427,192.09519994910806
static,15,stable_pre_drift,what evidence links carbon pricing to emissions reduction in the evidence graph,mitigation,uae_cop28,False,0.5,0.5,chunk_024839,"climate_science, mitigation, policy_governance",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.2,239.37279998790473
static,16,stable_pre_drift,how did COP28 address the global stocktake from the climate PDFs,uae_cop28,uae_cop28,True,0.5,0.5,chunk_017579,climate_science,0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.25,226.7338999081403
static,17,stable_pre_drift,how did COP28 address the global stocktake from the climate PDFs,uae_cop28,uae_cop28,True,0.5,0.5,chunk_017579,climate_science,0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.29411764705882354,217.13019988965243
static,18,stable_pre_drift,which source explains what role does machine learning play in climate analysis,technology_innovation,climate_science,False,0.5,0.5,chunk_035898,"climate_ai, policy_governance",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.2777777777777778,227.3253999883309
static,19,stable_pre_drift,show findings about ocean warming and ice melt with source support,climate_science,uae_cop28,False,0.5,0.5,chunk_001377,climate_science,1.0,1.0,0.9047172294870751,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.2631578947368421,227.15479996986687
static,20,stable_pre_drift,how can cities adapt to extreme heat and flooding with source support,adaptation,technology_innovation,False,0.5,0.5,chunk_006584,"adaptation, climate_science, mitigation, renewable_energy, sea_level_rise, sustainability",1.0,1.0,0.9558295932317544,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.25,251.76310003735125
static,21,stable_pre_drift,which source explains what adaptation policies help water security,adaptation,technology_innovation,False,0.5,0.5,chunk_025185,"climate_finance, sustainability",1.0,0.3333333333333333,0.6182885020492784,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.23809523809523808,196.10049994662404
static,22,stable_pre_drift,summarize documents about show documents about climate finance policy,policy_governance,uae_cop28,False,0.5,0.5,chunk_021681,"adaptation, policy_governance",1.0,1.0,0.9828920819566879,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.22727272727272727,187.22650001291186
static,23,stable_pre_drift,show evidence about disaster risk reduction and resilience focusing on heat stress,adaptation,mitigation,False,0.5,0.5,chunk_026231,"climate_finance, policy_governance",1.0,0.5,0.7122630665145961,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.21739130434782608,345.10150004643947
static,24,stable_pre_drift,what evidence discusses carbon market governance from the climate PDFs,policy_governance,uae_cop28,False,0.5,0.5,chunk_020121,climate_science,1.0,0.25,0.43067655807339306,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.20833333333333334,602.585699991323
static,25,stable_pre_drift,which innovations support green hydrogen deployment focusing on AI,technology_innovation,adaptation,False,0.5,0.5,chunk_033475,"policy_governance, sustainability",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.2,432.5764999957755
static,26,stable_pre_drift,what evidence links carbon pricing to emissions reduction focusing on decarbonization,mitigation,mitigation,True,0.5,0.5,chunk_043852,"climate_science, mitigation, policy_governance",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.23076923076923078,496.6525000054389
static,27,stable_pre_drift,what evidence discusses carbon market governance using reliable citations,policy_governance,policy_governance,True,0.5,0.5,chunk_048106,"climate_science, mitigation, policy_governance",1.0,1.0,0.9558295932317544,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.25925925925925924,421.5391998877749
static,28,stable_pre_drift,what evidence discusses carbon market governance focusing on finance,policy_governance,policy_governance,True,0.5,0.5,chunk_048106,"climate_science, mitigation, policy_governance",1.0,1.0,0.9674679834891693,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.2857142857142857,225.91010003816336
static,29,stable_pre_drift,show climate evidence about methane reduction strategies using reliable citations,mitigation,policy_governance,False,0.5,0.5,chunk_011126,renewable_energy,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.27586206896551724,214.1035000095144
static,30,stable_pre_drift,which source explains show findings about ocean warming and ice melt,climate_science,climate_science,True,0.5,0.5,chunk_044499,"climate_science, renewable_energy",1.0,1.0,0.8529278650606567,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.3,235.44129997026175
static,31,stable_pre_drift,how does drought planning reduce climate risk focusing on resilience,adaptation,adaptation,True,0.5,0.5,chunk_038221,adaptation,1.0,1.0,0.9469024295259745,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.3225806451612903,197.98380008433014
static,32,stable_pre_drift,how did COP28 address the global stocktake with source support,uae_cop28,uae_cop28,True,0.5,0.5,chunk_022221,"climate_science, energy_transition, policy_governance, renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.34375,207.06059993244708
static,33,stable_pre_drift,summarize documents about how did COP28 address the global stocktake,uae_cop28,uae_cop28,True,0.5,0.5,chunk_022221,"climate_science, energy_transition, policy_governance, renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.36363636363636365,205.1229999633506
static,34,stable_pre_drift,show evidence about satellite monitoring for climate risks in the evidence graph,technology_innovation,mitigation,False,0.5,0.5,chunk_029600,climate_science,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.35294117647058826,244.07709995284677
static,35,stable_pre_drift,how can renewable energy reduce greenhouse gas emissions focusing on net zero,mitigation,mitigation,True,0.5,0.5,chunk_020587,climate_science,1.0,0.5,0.6240505200038379,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.37142857142857144,233.73930004891008
static,36,stable_pre_drift,retrieve climate evidence for which papers explain global temperature anomalies,climate_science,climate_science,True,0.5,0.5,chunk_027913,climate_science,1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.3888888888888889,212.9675999749452
static,37,stable_pre_drift,how can renewable energy reduce greenhouse gas emissions focusing on renewables,mitigation,mitigation,True,0.5,0.5,chunk_020587,climate_science,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.40540540540540543,215.5833999859169
static,38,stable_pre_drift,what technologies support carbon capture and storage using reliable citations,technology_innovation,policy_governance,False,0.5,0.5,chunk_039290,carbon_capture,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.39473684210526316,211.01299999281764
static,39,stable_pre_drift,which adaptation measures protect coastal communities focusing on water security,adaptation,adaptation,True,0.5,0.5,chunk_025153,sustainability,1.0,0.5,0.7328286204777911,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.41025641025641024,211.07540000230074
static,40,stable_pre_drift,what role does machine learning play in climate analysis focusing on satellite,technology_innovation,technology_innovation,True,0.5,0.5,chunk_035898,"climate_ai, policy_governance",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.425,240.56549998931587
static,41,stable_pre_drift,show documents about climate finance policy using reliable citations,policy_governance,policy_governance,True,0.5,0.5,chunk_021681,"adaptation, policy_governance",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.43902439024390244,194.26639995072037
static,42,stable_pre_drift,what does the dataset say about which climate policies address renewable energy targets,policy_governance,policy_governance,True,0.5,0.5,chunk_038622,climate_finance,1.0,0.5,0.6309297535714575,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.4523809523809524,263.21889995597303
static,43,stable_pre_drift,what mitigation actions reduce fossil fuel dependence with source support,mitigation,mitigation,True,0.5,0.5,chunk_033119,"energy_transition, mitigation",1.0,1.0,0.8529278650606567,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.46511627906976744,206.68469998054206
static,44,stable_pre_drift,find evidence on show climate evidence about methane reduction strategies,mitigation,mitigation,True,0.5,0.5,chunk_038102,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.4772727272727273,211.5029999986291
static,45,stable_pre_drift,which source explains what does climate science say about sea level rise,climate_science,climate_science,True,0.5,0.5,chunk_023274,"climate_science, sea_level_rise",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.4888888888888889,227.06840001046658
static,46,stable_pre_drift,what adaptation policies help water security focusing on flood risk,adaptation,adaptation,True,0.5,0.5,chunk_025153,sustainability,1.0,0.5,0.6797310500037655,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.5,189.66980010736734
static,47,stable_pre_drift,which source explains show evidence about satellite monitoring for climate risks,technology_innovation,climate_science,False,0.5,0.5,chunk_038163,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.48936170212765956,198.28739995136857
static,48,stable_pre_drift,which source explains what governance mechanisms support national climate plans,policy_governance,technology_innovation,False,0.5,0.5,chunk_004106,"adaptation, climate_science, policy_governance, sustainability",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.4791666666666667,173.44190005678684
static,49,stable_pre_drift,what evidence links emissions to radiative forcing for the project report,climate_science,mitigation,False,0.5,0.5,chunk_014885,"climate_science, mitigation",1.0,1.0,0.9828920819566879,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.46938775510204084,202.16989994514734
static,50,stable_pre_drift,answer using citations about show climate evidence about methane reduction strategies,mitigation,mitigation,True,0.5,0.5,chunk_011126,renewable_energy,1.0,0.5,0.6309297535714575,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.48,190.06429996807128
static,51,stable_pre_drift,retrieve climate evidence for what does climate science say about sea level rise,climate_science,climate_science,True,0.5,0.5,chunk_005305,"adaptation, sea_level_rise",1.0,0.3333333333333333,0.5437713091520254,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.49019607843137253,229.67919998336583
static,52,stable_pre_drift,which source explains what governance mechanisms support national climate plans,policy_governance,policy_governance,True,0.5,0.5,chunk_004106,"adaptation, climate_science, policy_governance, sustainability",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.5,173.14459988847375
static,53,stable_pre_drift,how can cities adapt to extreme heat and flooding focusing on water security,adaptation,adaptation,True,0.5,0.5,chunk_025153,sustainability,1.0,0.25,0.43067655807339306,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.5094339622641509,223.92119991127402
static,54,stable_pre_drift,which AI methods are used in climate forecasting papers using reliable citations,technology_innovation,technology_innovation,True,0.5,0.5,chunk_014693,renewable_energy,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.5185185185185185,211.17789996787906
static,55,stable_pre_drift,which source explains how can renewable energy reduce greenhouse gas emissions,mitigation,mitigation,True,0.5,0.5,chunk_020523,"renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.5272727272727272,187.1709000552073
static,56,stable_pre_drift,what governance mechanisms support national climate plans focusing on accountability,policy_governance,policy_governance,True,0.5,0.5,chunk_038102,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.5357142857142857,172.00380004942417
static,57,stable_pre_drift,how does drought planning reduce climate risk focusing on resilience,adaptation,adaptation,True,0.5,0.5,chunk_038221,adaptation,1.0,1.0,0.9469024295259745,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.543859649122807,167.03120002057403
static,58,stable_pre_drift,what evidence links emissions to radiative forcing for the project report,climate_science,climate_science,True,0.5,0.5,chunk_014885,"climate_science, mitigation",1.0,1.0,0.9828920819566879,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.5517241379310345,191.18570000864565
static,59,stable_pre_drift,what does the dataset say about what role does machine learning play in climate analysis,technology_innovation,technology_innovation,True,0.5,0.5,chunk_003660,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.559322033898305,241.70260003302246
static,60,stable_pre_drift,how can cities adapt to extreme heat and flooding focusing on resilience,adaptation,adaptation,True,0.5,0.5,chunk_025900,"adaptation, climate_science",1.0,1.0,0.8529278650606567,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.5666666666666667,198.39930010493845
static,61,stable_pre_drift,how can renewable energy reduce greenhouse gas emissions using reliable citations,mitigation,mitigation,True,0.5,0.5,chunk_020523,"renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.5737704918032787,181.95590004324913
static,62,stable_pre_drift,how can cities adapt to extreme heat and flooding focusing on resilience,adaptation,adaptation,True,0.5,0.5,chunk_025900,"adaptation, climate_science",1.0,1.0,0.8529278650606567,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.5806451612903226,342.97200001310557
static,63,stable_pre_drift,what mitigation actions reduce fossil fuel dependence from the climate PDFs,mitigation,mitigation,True,0.5,0.5,chunk_026571,energy_transition,1.0,0.5,0.6934264036172708,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.5873015873015873,297.0957999350503
static,64,stable_pre_drift,which climate policies address renewable energy targets with source support,policy_governance,policy_governance,True,0.5,0.5,chunk_020522,"energy_transition, mitigation, renewable_energy",1.0,0.5,0.6934264036172708,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.59375,266.3371000671759
static,65,stable_pre_drift,which AI methods are used in climate forecasting papers using reliable citations,technology_innovation,technology_innovation,True,0.5,0.5,chunk_014693,renewable_energy,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6,365.80959998536855
static,66,stable_pre_drift,answer using citations about how can smart grids improve clean energy integration,technology_innovation,technology_innovation,True,0.5,0.5,chunk_020623,renewable_energy,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6060606060606061,395.32790007069707
static,67,stable_pre_drift,which papers explain global temperature anomalies for the project report,climate_science,climate_science,True,0.5,0.5,chunk_000227,climate_science,1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6119402985074627,360.922500025481
static,68,stable_pre_drift,find evidence on how did COP28 address the global stocktake,uae_cop28,uae_cop28,True,0.5,0.5,chunk_005650,"policy_governance, sustainability",0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.6176470588235294,352.1205000579357
static,69,stable_pre_drift,summarize documents about how does energy efficiency support climate mitigation,mitigation,policy_governance,False,0.5,0.5,chunk_023967,climate_ai,1.0,0.25,0.43067655807339306,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6086956521739131,507.8501000534743
static,70,stable_pre_drift,how can smart grids improve clean energy integration focusing on satellite,technology_innovation,technology_innovation,True,0.5,0.5,chunk_023986,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6142857142857143,735.3941999608651
static,71,stable_pre_drift,which source explains what evidence links carbon pricing to emissions reduction,mitigation,mitigation,True,0.5,0.5,chunk_001183,energy_transition,1.0,0.5,0.6509209298071326,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6197183098591549,734.2031999723986
static,72,stable_pre_drift,what role does machine learning play in climate analysis for the project report,technology_innovation,technology_innovation,True,0.5,0.5,chunk_003660,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.625,654.3827001005411
static,73,stable_pre_drift,which AI methods are used in climate forecasting papers focusing on green hydrogen,technology_innovation,technology_innovation,True,0.5,0.5,chunk_046993,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6301369863013698,434.1952999820933
static,74,stable_pre_drift,find evidence on what evidence links carbon pricing to emissions reduction,mitigation,mitigation,True,0.5,0.5,chunk_043852,"climate_science, mitigation, policy_governance",1.0,1.0,0.9469024295259745,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6351351351351351,354.4422999257222
static,75,stable_pre_drift,retrieve climate evidence for which documents discuss UAE renewable energy commitments,uae_cop28,uae_cop28,True,0.5,0.5,chunk_035851,renewable_energy,0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.64,349.7279000002891
static,76,stable_pre_drift,answer using citations about show evidence about disaster risk reduction and resilience,adaptation,mitigation,False,0.5,0.5,chunk_005890,adaptation,1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.631578947368421,352.1114999894053
static,77,stable_pre_drift,find evidence on explain the science behind climate feedback loops,climate_science,climate_science,True,0.5,0.5,chunk_038102,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",1.0,1.0,0.9047172294870751,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6363636363636364,312.89159995503724
static,78,stable_pre_drift,show climate evidence about methane reduction strategies focusing on renewables,mitigation,mitigation,True,0.5,0.5,chunk_038102,"climate_science, energy_transition, mitigation, policy_governance, renewable_energy, sustainability",1.0,1.0,0.8503449055347546,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6410256410256411,280.9976999415085
static,79,stable_pre_drift,how can renewable energy reduce greenhouse gas emissions focusing on net zero,mitigation,mitigation,True,0.5,0.5,chunk_020587,climate_science,1.0,0.5,0.6240505200038379,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6455696202531646,293.68100001011044
static,80,stable_pre_drift,how did COP28 address the global stocktake focusing on UAE consensus,uae_cop28,uae_cop28,True,0.5,0.5,chunk_005650,"policy_governance, sustainability",0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.65,265.73629991617054
static,81,stable_pre_drift,what role does machine learning play in climate analysis with source support,technology_innovation,technology_innovation,True,0.5,0.5,chunk_003660,climate_ai,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.654320987654321,306.04380008298904
static,82,stable_pre_drift,show climate evidence about methane reduction strategies for the GraphRAG agent,mitigation,mitigation,True,0.5,0.5,chunk_021681,"adaptation, policy_governance",1.0,0.3333333333333333,0.5437713091520254,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6585365853658537,290.5868999660015
static,83,stable_pre_drift,show evidence about satellite monitoring for climate risks with source support,technology_innovation,technology_innovation,True,0.5,0.5,chunk_028091,climate_science,0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6626506024096386,293.96480007562786
static,84,stable_pre_drift,how do climate models project future warming focusing on models,climate_science,adaptation,False,0.5,0.5,chunk_003709,"climate_science, policy_governance",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6547619047619048,251.6127999406308
static,85,stable_pre_drift,show evidence about disaster risk reduction and resilience for the GraphRAG agent,adaptation,adaptation,True,0.5,0.5,chunk_005979,adaptation,1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6588235294117647,292.3116999445483
static,86,stable_pre_drift,which innovations support green hydrogen deployment focusing on satellite,technology_innovation,technology_innovation,True,0.5,0.5,chunk_020624,"policy_governance, renewable_energy",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6627906976744186,212.79579994734377
static,87,stable_pre_drift,what evidence discusses climate resilience for agriculture focusing on flood risk,adaptation,adaptation,True,0.5,0.5,chunk_026231,"climate_finance, policy_governance",1.0,0.5,0.7328286204777911,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6666666666666666,271.3905000127852
static,88,stable_pre_drift,what evidence links carbon pricing to emissions reduction focusing on net zero,mitigation,mitigation,True,0.5,0.5,chunk_025658,"climate_science, energy_transition",1.0,0.5,0.7122630665145961,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6704545454545454,404.2337000137195
static,89,stable_pre_drift,answer using citations about show documents about climate finance policy,policy_governance,policy_governance,True,0.5,0.5,chunk_021681,"adaptation, policy_governance",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6741573033707865,400.7827000459656
static,90,stable_pre_drift,how does energy efficiency support climate mitigation focusing on emissions,mitigation,mitigation,True,0.5,0.5,chunk_020587,climate_science,1.0,0.5,0.7606395682357036,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6777777777777778,402.13990001939237
static,91,stable_pre_drift,summarize documents about what evidence discusses climate resilience for agriculture,adaptation,policy_governance,False,0.5,0.5,chunk_021627,"adaptation, climate_science",1.0,1.0,1.0,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6703296703296703,370.672499993816
static,92,stable_pre_drift,how can cities adapt to extreme heat and flooding for the GraphRAG agent,adaptation,adaptation,True,0.5,0.5,chunk_036418,"adaptation, climate_science, renewable_energy, sustainability",1.0,1.0,0.9047172294870751,1.0,True,helpful_top1,,static_baseline,False,,,not_adaptive_mode,0.6739130434782609,371.71129998750985
static,93,stable_pre_drift,which documents discuss net zero mitigation pathways in the evidence graph,mitigation,mitigation,True,0.5,0.5,chunk_019120,renewable_energy,1.0,0.5,0.7606395682357036,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6774193548387096,580.7092998875305
static,94,stable_pre_drift,which documents discuss UAE renewable energy commitments focusing on global stocktake,uae_cop28,uae_cop28,True,0.5,0.5,chunk_020620,"climate_science, renewable_energy, sustainability",0.0,0.0,0.0,0.0,False,missed_exact_policy,,static_baseline,False,,,not_adaptive_mode,0.6808510638297872,506.08909991569817
static,95,stable_pre_drift,which documents discuss net zero mitigation pathways for the GraphRAG agent,mitigation,mitigation,True,0.5,0.5,chunk_019120,renewable_energy,1.0,0.5,0.7606395682357036,0.0,True,helpful_in_top5,,static_baseline,False,,,not_adaptive_mode,0.6842105263157895,672.6275999099016
static,96,stable_pre_drift,what does the dataset say about how can renewable energy reduce greenhouse gas emissions,mitigation,mitigation,True,0.5,0.5,chunk_039206,"carbon_capture, climate_finance, climate_science",0.0,0.0,0.0,0.0,False,keyword_mismatch,,static_baseline,False,,,not_adaptive_mode,0.6875,728.3392999088392
